Department ID,Department-Division,PCN,Position Title,FLSA Status,Initial Hire Date,Date in Title,Salary,Years Approx
LIB,LIB 038 Princess Anne Area Library,B.005999,Library Information Specialist I,,05/01/2011,07/16/2013,$32506.24,4.882191780821918
LIB,LIB 038 Princess Anne Area Library,B.006000,Library Information Specialist I,,09/16/2009,07/16/2013,$32506.24,4.882191780821918
LIB,LIB 039 Joint Use Library,B.006905,Library Information Specialist I,,09/16/2005,07/16/2013,$32506.24,4.882191780821918
LIB,LIB 039 Joint Use Library,B.006907,Library Information Specialist I,,08/01/2013,08/01/2013,$32506.24,4.838356164383562
LIB,LIB 039 Joint Use Library,B.006910,Library Information Specialist I,,03/16/2011,07/16/2013,$32506.24,4.882191780821918
LIB,LIB 039 Joint Use Library,B.006914,Library Information Specialist I,,07/16/2013,07/16/2013,$32506.24,4.882191780821918
LIB,LIB 031 Great Neck,B.006364.1     ,Library Information Specialist I,,09/16/1993,07/07/2015,$34519.42,2.9068493150684933
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.000258,Library Information Specialist I,,02/16/2001,07/07/2015,$35469.72,2.9068493150684933
LIB,LIB 039 Joint Use Library,B.006909,Library Information Specialist I,,08/16/1999,07/16/2013,$35777.56,4.882191780821918
LIB,LIB 034 Kempsville,B.002236,Library Information Specialist I,,09/16/2001,09/16/2012,$36223.46,5.712328767123288
LIB,LIB 034 Kempsville,B.001116,Library Information Specialist I,,09/01/2003,10/01/2004,$36350.86,13.676712328767124
LIB,LIB 032 Bayside,B.004496,Library Information Specialist I,,03/01/2004,04/01/2005,$36350.86,13.178082191780822
LIB,LIB 033 Oceanfront,B.004492.2     ,Library Information Specialist I,,02/16/2004,07/07/2015,$37144.12,2.9068493150684933
LIB,LIB 038 Princess Anne Area Library,B.005997,Library Information Specialist I,,12/01/1999,07/07/2015,$37294.66,2.9068493150684933
LIB,LIB 038 Princess Anne Area Library,B.005998,Library Information Specialist I,,06/16/2002,09/01/2006,$37716.90,11.758904109589041
LIB,LIB 033 Oceanfront,B.000350,Library Information Specialist I,,08/16/2003,08/16/2003,$37820.64,14.805479452054794
LIB,LIB 034 Kempsville,B.002418,Library Information Specialist I,,12/01/1997,07/07/2015,$37844.04,2.9068493150684933
LIB,LIB 038 Princess Anne Area Library,B.006001,Library Information Specialist I,,02/16/2001,07/16/2003,$38155.26,14.89041095890411
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.001485,Library Information Specialist I,,01/16/2005,07/07/2015,$38821.38,2.9068493150684933
LIB,LIB 032 Bayside,B.006366,Library Information Specialist I,,02/21/1991,07/01/2005,$39720.46,12.92876712328767
LIB,LIB 034 Kempsville,B.000352,Library Information Specialist I,,12/16/1995,07/01/2000,$40612.26,17.931506849315067
LIB,LIB 039 Joint Use Library,B.006911,Library Information Specialist I,,11/23/1987,07/16/2013,$44732.22,4.882191780821918
LIB,LIB 033 Oceanfront,B.000982,Library Information Specialist I,,03/24/1983,05/16/1988,$45531.20,30.065753424657533
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.000984.1     ,Library Information Specialist I,,06/01/1999,09/07/2014,$45531.20,3.736986301369863
LIB,LIB 031 Great Neck,B.001073,Library Information Specialist I,,12/17/1979,01/01/1986,$45531.20,32.43835616438356
LIB,LIB 034 Kempsville,B.002841,Library Information Specialist I,,10/01/1989,07/07/2015,$45531.20,2.9068493150684933
LIB,LIB 039 Joint Use Library,B.006915,Library Information Specialist I,,10/09/1985,07/16/2013,$45531.20,4.882191780821918
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.000104,Library Information Specialist II,,05/25/2017,05/25/2017,$35578.40,1.021917808219178
LIB,LIB 033 Oceanfront,B.006169,Library Information Specialist II,,03/16/2017,03/16/2017,$35578.40,1.2136986301369863
LIB,LIB 039 Joint Use Library,B.006916,Library Information Specialist II,,07/16/2013,08/22/2016,$36036.00,1.7780821917808218
LIB,LIB 500 Youth and Family Services,B.006918.1     ,Library Information Specialist II,,07/01/2011,05/25/2017,$36036.00,1.021917808219178
LIB,LIB 035 Windsor Woods,B.002242,Library Information Specialist II,,07/07/2014,08/22/2016,$36494.38,1.7780821917808218
LIB,LIB 034 Kempsville,B.002431,Library Information Specialist II,,09/22/2015,08/22/2016,$36494.38,1.7780821917808218
LIB,LIB 039 Joint Use Library,B.005515.1     ,Library Information Specialist II,,10/01/2004,10/07/2016,$36494.38,1.652054794520548
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.000582,Library Information Specialist II,,12/07/2015,06/08/2017,$37198.04,0.9835616438356164
LIB,LIB 032 Bayside,B.001033,Library Information Specialist II,,09/01/2011,11/07/2014,$37425.70,3.56986301369863
LIB,LIB 034 Kempsville,B.006368.1     ,Library Information Specialist II,,03/01/2014,03/07/2015,$37425.70,3.241095890410959
LIB,LIB 034 Kempsville,B.000318.1     ,Library Information Specialist II,,08/16/2009,02/01/2014,$37634.48,4.3342465753424655
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.001429,Library Information Specialist II,,06/16/2009,08/16/2013,$37634.48,4.7972602739726025
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.001934,Library Information Specialist II,,10/16/2008,08/16/2013,$37634.48,4.7972602739726025
LIB,LIB 032 Bayside,B.002509,Library Information Specialist II,,08/16/2009,08/16/2013,$37634.48,4.7972602739726025
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.003972.1     ,Library Information Specialist II,,10/01/2010,11/01/2013,$37634.48,4.586301369863014
LIB,LIB 034 Kempsville,B.004616,Library Information Specialist II,,07/16/2013,01/16/2014,$37634.48,4.3780821917808215
LIB,LIB 035 Windsor Woods,B.001252,Library Information Specialist II,,12/01/2010,11/01/2012,$37740.30,5.586301369863014
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.002870.1     ,Library Information Specialist II,,10/01/2006,10/16/2012,$37740.30,5.63013698630137
LIB,LIB 038 Princess Anne Area Library,B.005753,Library Information Specialist II,,11/01/2009,06/01/2013,$37740.30,5.005479452054795
LIB,LIB 038 Princess Anne Area Library,B.005755,Library Information Specialist II,,11/01/2010,06/01/2013,$37740.30,5.005479452054795
LIB,LIB 500 Youth and Family Services,B.006917.1     ,Library Information Specialist II,,05/16/2013,05/16/2013,$37740.30,5.049315068493151
LIB,LIB 039 Joint Use Library,B.006921,Library Information Specialist II,,04/16/2004,06/01/2013,$37740.30,5.005479452054795
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.006166.1     ,Library Information Specialist II,,08/01/2009,05/01/2011,$38611.30,7.093150684931507
LIB,LIB 039 Joint Use Library,B.006920,Library Information Specialist II,,08/16/2003,06/01/2013,$39475.02,5.005479452054795
LIB,LIB 032 Bayside,B.006369,Library Information Specialist II,,07/16/1998,05/16/2013,$40186.64,5.049315068493151
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.000514,Library Information Specialist II,,08/16/2003,07/01/2009,$40398.54,8.926027397260274
LIB,LIB 039 Joint Use Library,B.005514.1     ,Library Information Specialist II,,07/16/2000,08/01/2007,$40526.98,10.843835616438357
LIB,LIB 039 Joint Use Library,B.006919,Library Information Specialist II,,06/01/1995,10/07/2015,$41007.20,2.654794520547945
LIB,LIB 036 Pungo-Blackwater Area,B.006307,Library Information Specialist II,,03/16/2000,11/01/2007,$41203.24,10.591780821917808
LIB,LIB 031 Great Neck,B.006649,Library Information Specialist II,,10/16/2003,06/01/2013,$41299.44,5.005479452054795
LIB,LIB 500 Youth and Family Services,B.005513.2     ,Library Information Specialist II,,11/01/1996,07/01/2009,$42374.28,8.926027397260274
LIB,LIB 033 Oceanfront,B.006170,Library Information Specialist II,,11/16/1991,07/01/2009,$43727.32,8.926027397260274
LIB,LIB 038 Princess Anne Area Library,B.005806,Library Information Specialist II,,07/01/1995,12/16/2001,$43843.80,16.471232876712328
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.000317,Library Information Specialist II,,06/01/1999,02/01/2002,$45471.14,16.34246575342466
LIB,LIB 038 Princess Anne Area Library,B.005752,Library Information Specialist II,,03/16/1990,06/16/2003,$49557.82,14.972602739726028
LIB,LIB 031 Great Neck,B.003383,Library Information Specialist II,,09/04/1984,02/01/1988,$52790.40,30.353424657534248
LIB,LIB 073 Support Services,B.003447.1     ,Library Information Specialist II,,11/01/1987,06/01/2003,$52790.40,15.013698630136986
LIB,LIB 031 Great Neck,B.001622,Library Information Specialist III,,09/07/2016,09/07/2016,$41267.20,1.7342465753424658
LIB,LIB 032 Bayside,B.003394,Library Information Specialist III,,08/07/2016,08/07/2016,$41267.20,1.819178082191781
LIB,LIB 033 Oceanfront,B.002303,Library Information Specialist III,,01/16/2013,06/22/2017,$41787.20,0.9452054794520548
LIB,LIB 011 Law Library,B.007060,Library Information Specialist III,,08/22/2015,11/22/2015,$43276.48,2.5287671232876714
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.002845.1     ,Library Information Specialist III,,08/22/2014,08/22/2014,$43378.66,3.780821917808219
LIB,LIB 035 Windsor Woods,B.003211,Library Information Specialist III,,09/01/2003,05/16/2013,$43906.20,5.049315068493151
LIB,LIB 038 Princess Anne Area Library,B.005809,Library Information Specialist III,,08/01/2009,10/16/2012,$43906.20,5.63013698630137
LIB,LIB 034 Kempsville,B.006467,Library Information Specialist III,,10/01/2004,01/16/2013,$43906.20,5.3780821917808215
LIB,LIB 034 Kempsville,B.003996,Library Information Specialist III,,09/16/2001,05/16/2013,$45655.48,5.049315068493151
LIB,LIB 038 Princess Anne Area Library,B.005810,Library Information Specialist III,,03/16/2000,05/01/2010,$46610.98,8.093150684931507
LIB,LIB 039 Joint Use Library,B.005512.1     ,Library Information Specialist III,,09/01/2004,09/01/2004,$49972.26,13.758904109589041
LIB,LIB 039 Joint Use Library,B.001926.1     ,Library Information Specialist III,,01/16/2001,08/01/2004,$50250.46,13.843835616438357
LIB,LIB 032 Bayside,B.006963,Library Information Specialist III,,10/24/1980,07/16/2013,$58379.36,4.882191780821918
LIB,LIB 036 Pungo-Blackwater Area,B.005716,Library Information Specialist III,,07/15/1985,08/01/2004,$61235.20,13.843835616438357
LIB,LIB 010 Directors Office,B.004331,Library Public Services Manager,,12/07/2014,12/07/2014,$93837.64,3.4876712328767123
LIB,LIB 010 Directors Office,B.005803,Library Staff Development Coordinator,,05/22/2016,05/22/2016,$63185.72,2.03013698630137
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.001900,Library Supervisor,,07/16/2012,05/22/2014,$51308.66,4.032876712328767
LIB,LIB 039 Joint Use Library,B.006875.1     ,Library Supervisor,,05/16/2003,04/16/2013,$51520.82,5.131506849315069
LIB,LIB 011 Law Library,B.002085.1     ,Library Supervisor,,10/27/1983,03/16/2009,$52158.08,9.219178082191782
LIB,LIB 033 Oceanfront,B.003057,Library Supervisor,,09/07/2015,09/07/2015,$52178.62,2.736986301369863
LIB,LIB 031 Great Neck,B.001870,Library Supervisor,,06/01/1994,10/01/2004,$57672.16,13.676712328767124
LIB,LIB 032 Bayside,B.002604,Library Supervisor,,10/16/1984,08/01/2012,$64844.78,5.838356164383562
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.001268.1     ,Library Supervisor,,09/01/1987,01/01/2014,$65548.86,4.419178082191781
LIB,LIB 034 Kempsville,B.001494,Library Supervisor,,07/01/1981,12/01/2007,$68601.00,10.509589041095891
LIB,LIB 035 Windsor Woods,B.000535,Library Supervisor,,05/18/1979,06/01/1992,$73465.60,26.019178082191782
LIB,LIB 073 Support Services,B.001384.1     ,Library Supervisor,,07/01/1973,07/01/2006,$73465.60,11.92876712328767
LIB,LIB 038 Princess Anne Area Library,B.005811,Library Supervisor,,06/05/1974,11/01/1989,$73465.60,28.602739726027398
LIB,LIB 036 Pungo-Blackwater Area,B.006306,Library Supervisor,,09/01/1974,08/01/2004,$73465.60,13.843835616438357
LIB,LIB 073 Support Services,B.000099.1     ,Library Support Services Manager,,03/01/2008,08/01/2011,$90679.68,6.841095890410959
LIB,LIB 073 Support Services,B.000740.3     ,Library Technical Operations Specialist I,,12/01/2002,08/22/2016,$35108.84,1.7780821917808218
LIB,LIB 073 Support Services,B.003455.2     ,Library Technical Operations Specialist II,,02/22/2015,09/07/2016,$33695.74,1.7342465753424658
LIB,LIB 073 Support Services,B.002387.2     ,Library Technical Operations Specialist II,,06/01/2003,05/22/2016,$35342.32,2.03013698630137
LIB,LIB 073 Support Services,B.001992.3     ,Library Technical Operations Specialist II,,11/01/2001,11/01/2013,$35363.38,4.586301369863014
LIB,LIB 073 Support Services,B.005818.3     ,Library Technical Operations Specialist II,,09/01/2004,06/08/2017,$38630.02,0.9835616438356164
LIB,LIB 073 Support Services,B.000963.3     ,Library Technical Operations Specialist II,,08/26/1986,02/01/2012,$47840.00,6.336986301369863
LIB,LIB 010 Directors Office,B.002286.2     ,Media and Communications Coordinator II,,05/20/2003,05/22/2014,$52812.76,4.032876712328767
LIB,LIB 010 Directors Office,B.003168.1     ,Media and Communications Coordinator III,,03/01/2008,12/16/2013,$66589.38,4.463013698630137
LIB,LIB 010 Directors Office,B.006877,Office Assistant II,,12/01/2013,12/01/2013,$32301.62,4.504109589041096
LIB,LIB 073 Support Services,B.002032.3     ,Programmer/Analyst II,,11/22/2015,11/22/2015,$58217.38,2.5287671232876714
LIB,LIB 053 Records Management,B.000354.1     ,Public Records Coordinator,,08/01/1994,01/01/2010,$52739.96,8.421917808219177
LIB,LIB 053 Records Management,B.000193,Records Specialist,,10/16/1975,10/16/2006,$50252.80,11.635616438356164
LIB,LIB 053 Records Management,B.002590,Records Specialist,,12/01/1981,02/01/1990,$50252.80,28.350684931506848
LIB,LIB 073 Support Services,B.001117.2     ,Technology Services Manager,,08/01/1987,06/22/2014,$89711.44,3.947945205479452
MSB,MSB 010 Budget and Management Services,B.005807.2     ,Business Application Specialist I,,02/22/2016,09/07/2016,$46134.40,1.7342465753424658
MSB,MSB 010 Budget and Management Services,B.003691.1     ,Business Application Specialist II,,06/01/2005,09/01/2013,$62427.30,4.7534246575342465
MSB,MSB 010 Budget and Management Services,B.003548.1     ,Director of Management Services,,09/01/1988,10/01/2016,$146743.74,1.6684931506849314
MSB,MSB 010 Budget and Management Services,B.001361.1     ,Executive Assistant II,,05/19/2004,08/16/2012,$41714.40,5.7972602739726025
MSB,MSB 010 Budget and Management Services,B.001374,Management and Budget Analyst I,,06/08/2017,06/08/2017,$47851.70,0.9835616438356164
MSB,MSB 010 Budget and Management Services,B.004073,Management and Budget Analyst I,,08/22/2015,08/22/2015,$50211.72,2.780821917808219
MSB,MSB 010 Budget and Management Services,B.000425,Management and Budget Analyst I,,07/07/2015,07/07/2015,$53671.80,2.9068493150684933
MSB,MSB 010 Budget and Management Services,B.000538,Management and Budget Analyst II,,07/22/2014,07/22/2016,$55339.70,1.8630136986301369
MSB,MSB 010 Budget and Management Services,B.007039,Management and Budget Analyst II,,07/22/2014,07/22/2016,$55339.70,1.8630136986301369
MSB,MSB 010 Budget and Management Services,B.002676,Senior Management and Budget Analyst,,11/01/2008,10/22/2014,$74101.04,3.6136986301369864
MSB,MSB 010 Budget and Management Services,B.005816,Senior Management and Budget Analyst,,11/16/2008,11/07/2014,$74101.04,3.56986301369863
MSB,MSB 010 Budget and Management Services,B.004067,Senior Management and Budget Analyst,,03/01/1977,01/01/1988,$98800.00,30.438356164383563
MUS,MUS 029 Aquarium Foundation,G.006316,Account Clerk II,,06/22/2014,04/22/2016,$31796.70,2.1123287671232878
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.005183,Account Clerk II,,10/01/2008,10/07/2015,$32733.48,2.654794520547945
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.005180,Account Clerk II,,08/28/1995,04/01/2011,$37031.02,7.175342465753425
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.005179,Accountant III,,11/16/1995,02/01/1999,$81418.74,19.345205479452055
MUS,MUS 024 Aquarium Education,B.005172,Administrative Assistant,,04/27/2017,04/27/2017,$33881.36,1.0986301369863014
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.004887.2     ,Administrative Assistant,,08/16/2013,09/22/2016,$34900.32,1.6931506849315068
MUS,MUS 025 Aquarium Exhibits and Facilities,B.005833.2     ,Administrative Assistant,,08/07/2015,08/07/2015,$35523.80,2.8219178082191783
MUS,MUS 026 Aquarium Marketing,B.005171,Administrative Assistant,,11/16/2006,11/16/2006,$38772.24,11.550684931506849
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.001626.3     ,Administrative Specialist I,,03/16/2005,04/07/2016,$47299.20,2.1534246575342464
MUS,MUS 028 Aquarium Guest Operations,B.006630.6     ,Administrative Technician,,06/09/2008,04/13/2017,$36036.00,1.1369863013698631
MUS,MUS 029 Aquarium Foundation,G.006317.2     ,Administrative Technician,,07/01/2001,05/11/2017,$36036.00,1.0602739726027397
MUS,MUS 029 Aquarium Foundation,G.007061.1     ,Administrative Technician,,04/07/2015,04/07/2015,$37425.70,3.1561643835616437
MUS,MUS 029 Aquarium Foundation,G.006990,Assistant Development Officer,,09/01/2007,08/07/2015,$61711.00,2.8219178082191783
MUS,MUS 028 Aquarium Guest Operations,B.002804.5     ,Business Application Specialist I,,02/15/2007,10/07/2015,$47773.70,2.654794520547945
MUS,MUS 025 Aquarium Exhibits and Facilities,B.004886.1     ,Carpenter II,,11/16/2007,02/22/2015,$41781.22,3.276712328767123
MUS,MUS 024 Aquarium Education,B.007297,Clerk Cashier,,07/06/2017,07/06/2017,$27788.80,0.9068493150684932
MUS,MUS 028 Aquarium Guest Operations,B.006709.2     ,Clerk Cashier,,02/16/2017,02/16/2017,$27808.82,1.2904109589041095
MUS,MUS 028 Aquarium Guest Operations,B.006710.1     ,Clerk Cashier,,04/07/2014,06/08/2017,$27808.82,0.9835616438356164
MUS,MUS 028 Aquarium Guest Operations,B.000009.2     ,Crew Leader,,05/01/2002,11/07/2014,$27758.12,3.56986301369863
MUS,MUS 025 Aquarium Exhibits and Facilities,B.005167.1     ,Curator,,07/16/2006,12/16/2008,$46539.74,9.465753424657533
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.005164.3     ,Curator,,02/16/2001,02/16/2001,$50800.88,17.301369863013697
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.001085.1     ,Curator Manager,,11/01/2013,11/01/2013,$74698.26,4.586301369863014
MUS,MUS 027 Aquarium Research and Conservation,B.000428,Curator Manager,,01/04/1982,02/01/2004,$93936.70,14.342465753424657
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.004877,Development Officer,,09/04/2001,09/04/2001,$82592.12,16.753424657534246
MUS,MUS 029 Aquarium Foundation,G.000110.2     ,Development Specialist,,04/07/2016,05/22/2016,$47213.40,2.03013698630137
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.000306,Director of Museums,,06/17/1985,07/16/2002,$156794.82,15.89041095890411
PAR,PAR 075 CRC - Princess Anne,B.004905.2     ,Account Clerk II,,10/02/2007,04/07/2015,$32297.46,3.1561643835616437
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.002906,Executive Assistant II,,08/16/1985,05/16/2005,$57144.88,13.054794520547945
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.001979.1     ,Exhibits Technician I,,07/06/2017,07/06/2017,$30680.00,0.9068493150684932
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006718.1     ,Exhibits Technician I,,04/01/2014,05/11/2017,$30686.64,1.0602739726027397
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006964.1     ,Exhibits Technician I,,10/07/2015,05/11/2017,$30686.64,1.0602739726027397
MUS,MUS 029 Aquarium Foundation,G.006725.3     ,Exhibits Technician I,,11/22/2016,11/22/2016,$30686.76,1.526027397260274
MUS,MUS 025 Aquarium Exhibits and Facilities,B.005196.4     ,Exhibits Technician I,,05/23/2011,05/11/2017,$31081.96,1.0602739726027397
MUS,MUS 025 Aquarium Exhibits and Facilities,B.006585.1     ,Exhibits Technician I,,11/22/2015,11/22/2015,$32194.76,2.5287671232876714
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006714.1     ,Exhibits Technician I,,07/17/2014,01/22/2015,$32297.46,3.361643835616438
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006715.1     ,Exhibits Technician I,,11/07/2013,03/16/2014,$32301.62,4.2164383561643834
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006717.1     ,Exhibits Technician I,,09/16/2013,09/16/2013,$32301.62,4.712328767123288
MUS,MUS 029 Aquarium Foundation,B.006631,Exhibits Technician I,,01/16/2013,01/16/2013,$32517.68,5.3780821917808215
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006719.1     ,Exhibits Technician I,,03/01/2013,03/01/2013,$32517.68,5.257534246575342
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006721.1     ,Exhibits Technician I,,11/28/2011,03/01/2013,$32517.68,5.257534246575342
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006712.1     ,Exhibits Technician I,,03/01/2012,03/01/2012,$33143.24,6.257534246575342
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006716.1     ,Exhibits Technician I,,01/05/2009,07/01/2011,$33143.24,6.926027397260274
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006720.1     ,Exhibits Technician I,,11/30/2000,07/01/2011,$33143.24,6.926027397260274
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006722.1     ,Exhibits Technician I,,12/15/2002,07/01/2011,$33143.24,6.926027397260274
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006723.1     ,Exhibits Technician I,,12/05/2006,07/01/2011,$33143.24,6.926027397260274
MUS,MUS 025 Aquarium Exhibits and Facilities,B.001786,Exhibits Technician II,,07/20/2017,07/20/2017,$35224.80,0.8684931506849315
MUS,MUS 027 Aquarium Research and Conservation,B.006580.1     ,Exhibits Technician II,,11/08/2012,12/22/2016,$36036.00,1.4438356164383561
MUS,MUS 029 Aquarium Foundation,G.006564,Exhibits Technician II,,07/21/2011,10/07/2016,$36494.38,1.652054794520548
MUS,MUS 027 Aquarium Research and Conservation,B.006392,Exhibits Technician II,,08/01/2008,06/22/2016,$37416.60,1.9452054794520548
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.005159.1     ,Exhibits Technician II,,12/01/2013,12/01/2013,$37634.48,4.504109589041096
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006394.1     ,Exhibits Technician II,,05/22/2014,05/22/2014,$37634.48,4.032876712328767
MUS,MUS 029 Aquarium Foundation,G.005985.1     ,Exhibits Technician II,,08/01/2012,08/01/2012,$37952.98,5.838356164383562
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.001551.1     ,Exhibits Technician II,,06/28/2005,01/01/2012,$38271.48,6.421917808219178
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.005162.1     ,Exhibits Technician II,,12/03/2008,07/01/2011,$38271.48,6.926027397260274
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.005197.3     ,Exhibits Technician II,,02/01/2012,02/01/2012,$38271.48,6.336986301369863
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006698.1     ,Exhibits Technician II,,01/01/2010,06/16/2011,$38611.30,6.967123287671233
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.004235.1     ,Exhibits Technician II,,08/16/2008,08/16/2008,$39248.30,9.8
MUS,MUS 025 Aquarium Exhibits and Facilities,B.004303,Exhibits Technician II,,10/22/2003,04/01/2009,$40760.20,9.175342465753424
MUS,MUS 029 Aquarium Foundation,G.006785,Exhibits Technician II,,12/01/2013,11/22/2015,$40970.28,2.5287671232876714
MUS,MUS 029 Aquarium Foundation,G.006786,Exhibits Technician II,,07/22/2014,07/22/2014,$42793.66,3.8657534246575342
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.005161.1     ,Exhibits Technician II,,12/01/1999,12/01/1999,$44993.00,18.515068493150686
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.000039.1     ,Exhibits Technician II,,02/01/1994,08/01/1997,$46200.44,20.84931506849315
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.006584.1     ,Exhibits Technician III,,08/16/2008,10/22/2015,$43276.48,2.6136986301369864
MUS,MUS 030 Aquarium Live Exhibits and Animal Husbandry,B.002717.1     ,Exhibits Technician III,,03/15/2004,11/07/2014,$43378.66,3.56986301369863
MUS,MUS 025 Aquarium Exhibits and Facilities,B.001358,Exhibits Technician III,,09/13/2003,06/16/2012,$43596.02,5.964383561643835
MUS,MUS 027 Aquarium Research and Conservation,B.005192,Exhibits Technician III,,05/21/1994,07/01/1997,$52117.00,20.934246575342467
MUS,MUS 025 Aquarium Exhibits and Facilities,B.005160.1     ,Facilities and Systems Supervisor,,10/01/1995,07/01/2009,$66483.56,8.926027397260274
MUS,MUS 020 Aquarium & Marine Science Center Administration,B.005184.1     ,Financial Specialist,,06/05/2007,08/22/2014,$47773.70,3.780821917808219
MUS,MUS 026 Aquarium Marketing,B.002622.2     ,Graphic Designer,,07/01/2000,10/07/2015,$46451.34,2.654794520547945
MUS,MUS 105 History Museums Administration,B.002013.2     ,Historic Resources Coordinator,,01/16/2009,02/16/2017,$52707.72,1.2904109589041095
MUS,MUS 026 Aquarium Marketing,B.002265,Media and Communications Coordinator I,,10/22/2016,10/22/2016,$41267.20,1.610958904109589
MUS,MUS 026 Aquarium Marketing,B.001464,Media and Communications Coordinator II,,05/07/2015,05/07/2015,$52706.42,3.073972602739726
MUS,MUS 024 Aquarium Education,B.006724.2     ,Museum Educator I,,03/07/2015,03/07/2016,$30277.78,2.2383561643835614
MUS,MUS 024 Aquarium Education,B.006729.1     ,Museum Educator I,,11/12/2015,01/22/2016,$30277.78,2.361643835616438
MUS,MUS 029 Aquarium Foundation,G.006730,Museum Educator I,,01/01/2014,04/22/2016,$30277.78,2.1123287671232878
MUS,MUS 029 Aquarium Foundation,G.006727,Museum Educator I,,06/01/2009,02/16/2013,$30746.30,5.293150684931507
MUS,MUS 024 Aquarium Education,B.006728.3     ,Museum Educator I,,06/26/2014,01/22/2015,$33616.70,3.361643835616438
MUS,MUS 105 History Museums Administration,B.004504.2     ,Museum Educator II,,08/07/2016,08/07/2016,$41267.20,1.819178082191781
MUS,MUS 105 History Museums Administration,B.006838.1     ,Museum Educator II,,07/16/2013,07/16/2013,$43276.48,4.882191780821918
MUS,MUS 024 Aquarium Education,B.004555.2     ,Museum Educator II,,05/01/2002,12/16/2012,$43495.92,5.463013698630137
MUS,MUS 024 Aquarium Education,B.003941,Museum Educator II,,04/01/2011,04/01/2011,$46530.38,7.175342465753425
MUS,MUS 024 Aquarium Education,B.003814,Museum Educator II,,07/01/2001,02/16/2005,$47410.22,13.2986301369863
MUS,MUS 024 Aquarium Education,B.001291,Museum Educator III,,12/31/2007,03/22/2016,$50178.70,2.197260273972603
MUS,MUS 024 Aquarium Education,B.005195,Museum Educator III,,03/16/1996,09/16/2009,$57607.16,8.715068493150685
MUS,MUS 024 Aquarium Education,B.005168,Museum Educator IV,,05/01/2002,08/16/2005,$58162.78,12.802739726027397
MUS,MUS 021 Aquarium Stores,B.005185,Museum Gift Shop/Admissions Assistant Supervisor,,07/16/1997,02/01/2004,$32253.00,14.342465753424657
MUS,MUS 028 Aquarium Guest Operations,B.005169.2     ,Museum Guest Services Coordinator,,02/01/2008,08/22/2014,$52739.96,3.780821917808219
MUS,MUS 026 Aquarium Marketing,B.005158,Museum Marketing/Sales Coordinator,,05/16/1988,02/07/2015,$71398.08,3.317808219178082
